Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,y,year,rank_diff,pts_diff,odd_diff,h2h_advantage,last_winner,surface_winrate_adv
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Yan Z.,Mayr P.,Mayr P.,245,73,213,826,3.5,1.28,2-6 2-6 ,0,2009,-172,-613,-2.2199999999999998,0,,-0.3
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Razzano V.,Cecil M.,Razzano V.,42,380,1377,110,1.08,7.0,6-1 6-2 ,1,2009,338,1267,5.92,0,,0.0
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Voskoboeva G.,Lepchenko V.,Lepchenko V.,93,109,696,592,2.25,1.57,1-6 3-6 ,0,2009,16,104,-0.6799999999999999,0,,-0.06060606060606061
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,De Los Rios R.,Gullickson C.,De Los Rios R.,104,154,631,398,1.36,3.0,6-1 6-4 ,1,2009,50,233,1.64,0,,0.0
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Domachowska M.,Sevastova A.,Sevastova A.,113,180,580,336,2.5,1.5,1-6 6-1 4-6,0,2009,67,244,-1.0,0,,0.09523809523809523
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Peng S.,Pivovarova A.,Peng S.,35,151,1586,402,1.36,3.0,6-0 6-2 ,1,2009,116,1184,1.64,0,,0.0
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Savchuk O.,Oudin M.,Oudin M.,141,176,450,346,2.62,1.44,4-6 0-6 ,0,2009,35,104,-1.1800000000000002,0,,0.0
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Rodionova An.,Brengle M.,Rodionova An.,146,196,429,296,1.4,2.75,6-2 7-6 ,1,2009,50,133,1.35,0,,0.5
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Glatch A.,Wienerova L.,Wienerova L.,112,159,582,392,2.0,1.72,4-6 5-7 ,0,2009,47,190,-0.28,0,,0.0
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,King V.,Govortsova O.,King V.,121,59,565,964,2.62,1.44,6-7 7-6 6-3,1,2009,-62,-399,-1.1800000000000002,-1,0.0,-0.2692307692307692
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Czink M.,Craybas J.,Czink M.,82,86,756,737,1.72,2.0,6-2 6-4 ,1,2009,4,19,0.28,0,,-0.0793103448275862
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Paszek T.,Schruff J.,Paszek T.,66,140,935,452,1.4,2.75,7-5 6-2 ,1,2009,74,483,1.35,1,1.0,-0.06666666666666671
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Kremer A.,Bondarenko A.,Bondarenko A.,974,41,10,1454,8.0,1.06,4-6 0-6 ,0,2009,-933,-1444,-6.9399999999999995,0,,-0.3333333333333333
Family Circle Cup,2009-04-13,Outdoor,Clay,1st Round,3,Morita A.,Ditty J.,Ditty J.,85,124,738,548,1.53,2.37,1-6 1-6 ,0,2009,39,190,0.8400000000000001,0,,0.05714285714285716
Barcelona Ladies Open,2009-04-13,Outdoor,Clay,1st Round,3,Errani S.,Johansson M.,Errani S.,39,64,1498,938,1.2,4.33,2-6 7-5 6-3,1,2009,25,560,3.13,0,,0.044871794871794934
Barcelona Ladies Open,2009-04-13,Outdoor,Clay,1st Round,3,Kvitova P.,Pennetta F.,Pennetta F.,45,14,1226,3040,3.5,1.28,3-6 3-6 ,0,2009,-31,-1814,-2.2199999999999998,0,,-0.060377358490566024
Barcelona Ladies Open,2009-04-13,Outdoor,Clay,1st Round,3,Parmentier P.,Vinci R.,Vinci R.,77,61,818,955,3.25,1.33,4-6 6-7 ,0,2009,-16,-137,-1.92,0,,0.04166666666666663
Barcelona Ladies Open,2009-04-13,Outdoor,Clay,1st Round,3,Rybarikova M.,Zakopalova K.,Rybarikova M.,46,92,1204,703,1.66,2.1,6-1 7-6 ,1,2009,46,501,0.44000000000000017,0,,-0.09523809523809523
Barcelona Ladies Open,2009-04-13,Outdoor,Clay,1st Round,3,Pironkova T.,Safarova L.,Safarova L.,47,49,1199,1194,1.66,2.1,1-6 6-3 0-6,0,2009,2,5,0.44000000000000017,-1,0.0,-0.1252173913043479
Barcelona Ladies Open,2009-04-13,Outdoor,Clay,1st Round,3,Cohen Aloro S.,Cornet A.,Cohen Aloro S.,284,15,170,2985,9.0,1.05,6-0 6-3 ,1,2009,-269,-2815,-7.95,0,,-0.21052631578947367
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Candela E.C.,Suarez Navarro C.,27,169,1805,364,1.05,9.0,6-2 6-0 ,1,2009,142,1441,7.95,0,,0.7272727272727273
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Flipkens K.,Martinez-Sanchez M.J.,Martinez-Sanchez M.J.,98,51,662,1170,3.75,1.25,2-6 2-6 ,0,2009,-47,-508,-2.5,0,,-0.27777777777777785
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,Zahlavova Strycova B.,Perry S.,Perry S.,68,229,902,233,1.44,2.62,5-7 1-6 ,0,2009,161,669,1.1800000000000002,0,,0.0
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,Lisicki S.,Pelletier M.E.,Lisicki S.,63,308,949,150,1.14,5.0,7-5 6-4 ,1,2009,245,799,3.8600000000000003,0,,0.0
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,Koryttseva M.,Kutuzova V.,Kutuzova V.,94,106,694,622,1.5,2.5,1-6 1-6 ,0,2009,12,72,1.0,0,,0.3416666666666666
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,Mattek-Sands B.,Duque Marino M.,Mattek-Sands B.,38,118,1513,571,1.3,3.4,7-6 7-5 ,1,2009,80,942,2.0999999999999996,0,,0.07142857142857145
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,O'Brien K.,Dubois S.,Dubois S.,125,114,542,580,1.9,1.8,6-4 2-6 1-6,0,2009,-11,-38,-0.09999999999999987,0,,-0.16666666666666666
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,Kudryavtseva A.,Haynes A.,Kudryavtseva A.,78,147,796,424,2.1,1.66,6-4 5-7 6-0,1,2009,69,372,-0.44000000000000017,0,,0.0
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,Rodina E.,Vesnina E.,Vesnina E.,137,57,470,987,4.0,1.22,0-6 2-6 ,0,2009,-80,-517,-2.7800000000000002,1,1.0,-0.4
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,Amanmuradova A.,Stevenson A.,Amanmuradova A.,96,191,668,306,1.33,3.25,6-2 6-4 ,1,2009,95,362,1.92,0,,-0.033333333333333326
Family Circle Cup,2009-04-14,Outdoor,Clay,2nd Round,3,De Los Rios R.,Zvonareva V.,Zvonareva V.,104,6,631,6720,12.0,1.02,3-6 2-6 ,0,2009,-98,-6089,-10.98,0,,-0.5571428571428572
Family Circle Cup,2009-04-14,Outdoor,Clay,2nd Round,3,Cibulkova D.,Paszek T.,Cibulkova D.,19,66,2365,935,1.28,3.5,6-4 6-0 ,1,2009,47,1430,2.2199999999999998,0,,0.245014245014245
Family Circle Cup,2009-04-14,Outdoor,Clay,2nd Round,3,Sevastova A.,Bartoli M.,Bartoli M.,180,13,336,3224,3.5,1.28,1-6 3-6 ,0,2009,-167,-2888,-2.2199999999999998,0,,-0.08620689655172409
Family Circle Cup,2009-04-14,Outdoor,Clay,2nd Round,3,Petrova N.,Mayr P.,Petrova N.,10,73,3840,826,1.22,4.0,6-1 2-6 6-2,1,2009,63,3014,2.7800000000000002,0,,-0.011363636363636354
Family Circle Cup,2009-04-14,Outdoor,Clay,2nd Round,3,Ditty J.,Dementieva E.,Dementieva E.,124,3,548,7561,11.0,1.03,0-6 2-6 ,0,2009,-121,-7013,-9.97,0,,-0.5
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,Karatantcheva S.,Mirza S.,Mirza S.,133,100,486,652,1.66,2.1,4-6 4-6 ,0,2009,-33,-166,0.44000000000000017,0,,0.3
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Savranska Y.,Vaidisova N.,Vaidisova N.,228,58,234,971,4.33,1.2,2-6 4-6 ,0,2009,-170,-737,-3.13,0,,0.0
Family Circle Cup,2009-04-14,Outdoor,Clay,1st Round,3,Wozniak A.,Spears A.,Wozniak A.,29,194,1774,300,1.16,4.5,6-3 4-6 6-0,1,2009,165,1474,3.34,0,,0.0
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Kanepi K.,Zec Peskiric M.,Zec Peskiric M.,20,127,2310,540,1.14,5.0,6-3 2-6 4-6,0,2009,107,1770,3.8600000000000003,0,,0.21929824561403516
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Schiavone F.,Dominguez Lino L.,Schiavone F.,44,87,1232,719,1.28,3.5,7-6 6-4 ,1,2009,43,513,2.2199999999999998,0,,0.07177033492822965
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Cirstea S.,Yakimova A.,Yakimova A.,36,76,1535,819,1.83,1.83,6-7 6-7 ,0,2009,40,716,0.0,0,,0.3639846743295019
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Kirilenko M.,Pin C.,Kirilenko M.,37,105,1518,627,1.28,3.4,6-2 6-0 ,1,2009,68,891,2.12,-1,0.0,0.28375286041189934
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Llagostera Vives N.,Malek T.,Malek T.,89,149,715,408,1.4,2.75,3-6 6-3 1-6,0,2009,60,307,1.35,1,1.0,0.3161290322580645
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Loit E.,Jugic-Salkic M.,Loit E.,122,179,553,336,1.8,1.9,7-6 3-6 6-2,1,2009,57,217,0.09999999999999987,0,,0.0
Barcelona Ladies Open,2009-04-14,Outdoor,Clay,1st Round,3,Bremond S.,Groenefeld A.L.,Bremond S.,74,55,824,1023,3.5,1.28,7-6 6-2 ,1,2009,-19,-199,-2.2199999999999998,0,,-0.18461538461538463
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Kutuzova V.,Bondarenko A.,Kutuzova V.,106,41,622,1454,2.5,1.5,6-4 7-5 ,1,2009,-65,-832,-1.0,0,,-0.34313725490196084
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Lisicki S.,Wienerova L.,Lisicki S.,63,159,949,392,1.28,3.5,6-4 6-3 ,1,2009,96,557,2.2199999999999998,0,,-0.5555555555555556
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Perry S.,Lepchenko V.,Lepchenko V.,229,109,233,592,2.37,1.53,2-6 3-6 ,0,2009,-120,-359,-0.8400000000000001,0,,0.09999999999999998
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Rodionova An.,Mattek-Sands B.,Rodionova An.,146,38,429,1513,2.75,1.4,6-2 6-4 ,1,2009,-108,-1084,-1.35,0,,0.0
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,King V.,Czink M.,Czink M.,121,82,565,756,2.62,1.44,4-6 2-6 ,0,2009,-39,-191,-1.1800000000000002,-1,0.0,-0.07792207792207795
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Razzano V.,Dubois S.,Razzano V.,42,114,1377,580,1.12,5.5,6-3 7-6 ,1,2009,72,797,4.38,0,,0.2142857142857143
Barcelona Ladies Open,2009-04-15,Outdoor,Clay,2nd Round,3,Bremond S.,Kirilenko M.,Kirilenko M.,74,37,824,1518,4.33,1.2,5-7 2-6 ,0,2009,-37,-694,-3.13,0,,-0.3939393939393939
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Vesnina E.,Schnyder P.,Vesnina E.,57,17,987,2487,1.5,2.5,6-2 6-7 7-5,1,2009,-40,-1500,1.0,1,1.0,-0.22767857142857145
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Amanmuradova A.,Peng S.,Peng S.,96,35,668,1586,3.75,1.25,5-7 6-2 5-7,0,2009,-61,-918,-2.5,0,,-0.02941176470588236
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Wozniacki C.,Kudryavtseva A.,Wozniacki C.,12,78,3590,796,1.08,7.0,6-3 6-3 ,1,2009,66,2794,5.92,0,,0.20833333333333331
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Mirza S.,Williams V.,Williams V.,100,5,652,7042,11.0,1.03,1-6 6-3 2-6,0,2009,-95,-6390,-9.97,-1,0.0,-0.4166666666666667
Barcelona Ladies Open,2009-04-15,Outdoor,Clay,2nd Round,3,Yakimova A.,Rybarikova M.,Yakimova A.,76,46,819,1204,1.72,2.0,3-6 6-3 6-0,1,2009,-30,-385,0.28,0,,-0.2555555555555556
Family Circle Cup,2009-04-15,Outdoor,Clay,2nd Round,3,Wozniak A.,Oudin M.,Oudin M.,29,176,1774,346,1.3,3.4,5-7 0-6 ,0,2009,147,1428,2.0999999999999996,0,,-0.4117647058823529
Barcelona Ladies Open,2009-04-15,Outdoor,Clay,2nd Round,3,Martinez-Sanchez M.J.,Zec Peskiric M.,Martinez-Sanchez M.J.,51,127,1170,540,1.25,3.75,7-5 5-7 6-2,1,2009,76,630,2.5,0,,0.20300751879699247
Barcelona Ladies Open,2009-04-15,Outdoor,Clay,2nd Round,3,Pennetta F.,Vinci R.,Vinci R.,14,61,3040,955,1.28,3.5,1-6 2-6 ,0,2009,47,2085,2.2199999999999998,0,1.0,0.14492753623188404
Family Circle Cup,2009-04-16,Outdoor,Clay,3rd Round,3,Kutuzova V.,Vesnina E.,Vesnina E.,106,57,622,987,2.75,1.4,6-7 5-7 ,0,2009,-49,-365,-1.35,0,,-0.025974025974025983
Family Circle Cup,2009-04-16,Outdoor,Clay,3rd Round,3,Czink M.,Petrova N.,Czink M.,82,10,756,3840,4.0,1.22,3-6 6-4 7-5,1,2009,-72,-3084,-2.7800000000000002,-1,0.0,-0.22333333333333333
Family Circle Cup,2009-04-16,Outdoor,Clay,3rd Round,3,Lepchenko V.,Dementieva E.,Dementieva E.,109,3,592,7561,10.0,1.04,1-6 1-6 ,0,2009,-106,-6969,-8.96,0,,-0.30303030303030304
Family Circle Cup,2009-04-16,Outdoor,Clay,3rd Round,3,Wozniacki C.,Peng S.,Wozniacki C.,12,35,3590,1586,1.16,4.5,6-3 6-4 ,1,2009,23,2004,3.34,0,1.0,0.08444444444444443
Family Circle Cup,2009-04-16,Outdoor,Clay,3rd Round,3,Williams V.,Lisicki S.,Lisicki S.,5,63,7042,949,1.1,6.5,4-6 6-7 ,0,2009,58,6093,5.4,0,,0.2586206896551724
Family Circle Cup,2009-04-16,Outdoor,Clay,3rd Round,3,Cibulkova D.,Rodionova An.,Cibulkova D.,19,146,2365,429,1.12,5.5,6-7 6-2 6-3,1,2009,127,1936,4.38,1,1.0,-0.1071428571428571
Family Circle Cup,2009-04-16,Outdoor,Clay,3rd Round,3,Oudin M.,Bartoli M.,Bartoli M.,176,13,346,3224,4.0,1.22,4-6 1-6 ,0,2009,-163,-2878,-2.7800000000000002,0,,0.4
Barcelona Ladies Open,2009-04-16,Outdoor,Clay,2nd Round,3,Schiavone F.,Vaidisova N.,Schiavone F.,44,58,1232,971,1.53,2.37,6-2 6-3 ,1,2009,14,261,0.8400000000000001,0,,0.06521739130434778
Barcelona Ladies Open,2009-04-16,Outdoor,Clay,2nd Round,3,Loit E.,Suarez Navarro C.,Suarez Navarro C.,122,27,553,1805,4.5,1.16,2-6 5-7 ,0,2009,-95,-1252,-3.34,0,,-0.16337285902503285
Barcelona Ladies Open,2009-04-16,Outdoor,Clay,2nd Round,3,Errani S.,Safarova L.,Safarova L.,39,49,1498,1194,1.53,2.37,3-6 3-6 ,0,2009,10,304,0.8400000000000001,0,,0.017671517671517756
Family Circle Cup,2009-04-17,Outdoor,Clay,Quarterfinals,3,Bartoli M.,Czink M.,Bartoli M.,13,82,3224,756,1.33,3.25,6-4 6-1 ,1,2009,69,2468,1.92,1,1.0,0.15136476426799006
Family Circle Cup,2009-04-17,Outdoor,Clay,Quarterfinals,3,Vesnina E.,Lisicki S.,Lisicki S.,57,63,987,949,1.9,1.8,4-6 0-6 ,0,2009,6,38,-0.09999999999999987,0,1.0,-0.06719367588932801
Barcelona Ladies Open,2009-04-17,Outdoor,Clay,Quarterfinals,3,Safarova L.,Schiavone F.,Schiavone F.,49,44,1194,1232,1.66,2.1,3-6 5-7 ,0,2009,-5,-38,0.44000000000000017,0,0.0,0.00925925925925919
Barcelona Ladies Open,2009-04-17,Outdoor,Clay,Quarterfinals,3,Vinci R.,Yakimova A.,Vinci R.,61,76,955,819,1.57,2.25,6-3 6-3 ,1,2009,15,136,0.6799999999999999,0,,0.17803030303030298
Family Circle Cup,2009-04-17,Outdoor,Clay,Quarterfinals,3,Wozniacki C.,Razzano V.,Wozniacki C.,12,42,3590,1377,1.2,4.33,6-2 6-0 ,1,2009,30,2213,3.13,1,1.0,0.13384615384615384
Family Circle Cup,2009-04-18,Outdoor,Clay,Semifinals,3,Lisicki S.,Bartoli M.,Lisicki S.,63,13,949,3224,2.25,1.57,6-3 6-1 ,1,2009,-50,-2275,-0.6799999999999999,-1,0.0,-0.04166666666666663
Family Circle Cup,2009-04-18,Outdoor,Clay,Semifinals,3,Dementieva E.,Wozniacki C.,Wozniacki C.,3,12,7561,3590,1.57,2.25,4-6 7-5 5-7,0,2009,9,3971,0.6799999999999999,0,0.0,0.0980392156862745
Barcelona Ladies Open,2009-04-18,Outdoor,Clay,Semifinals,3,Vinci R.,Schiavone F.,Vinci R.,61,44,955,1232,2.25,1.57,0-6 7-6 6-4,1,2009,-17,-277,-0.6799999999999999,0,,-0.039999999999999925
Barcelona Ladies Open,2009-04-18,Outdoor,Clay,Quarterfinals,3,Kirilenko M.,Martinez-Sanchez M.J.,Kirilenko M.,37,51,1518,1170,1.72,2.0,6-1 3-6 6-0,1,2009,14,348,0.28,1,1.0,0.030000000000000027
Barcelona Ladies Open,2009-04-18,Outdoor,Clay,Semifinals,3,Suarez Navarro C.,Kirilenko M.,Kirilenko M.,27,37,1805,1518,1.5,2.5,6-4 1-6 2-6,0,2009,10,287,1.0,-1,0.0,0.05769230769230771
Barcelona Ladies Open,2009-04-18,Outdoor,Clay,Quarterfinals,3,Malek T.,Suarez Navarro C.,Suarez Navarro C.,149,27,408,1805,4.0,1.2,4-6 0-6 ,0,2009,-122,-1397,-2.8,0,,-0.44727272727272727
Family Circle Cup,2009-04-19,Outdoor,Clay,The Final,3,Wozniacki C.,Lisicki S.,Lisicki S.,12,63,3590,949,1.4,3.0,2-6 4-6 ,0,2009,51,2641,1.6,1,1.0,0.06318681318681318
Barcelona Ladies Open,2009-04-19,Outdoor,Clay,The Final,3,Vinci R.,Kirilenko M.,Vinci R.,61,37,955,1518,2.75,1.44,6-0 6-4 ,1,2009,-24,-563,-1.31,-1,0.0,-0.12678062678062685
Porsche Tennis Grand Prix,2009-04-27,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Azarenka V.,Azarenka V.,24,8,1929,4646,3.75,1.25,1-6 4-6 ,0,2009,-16,-2717,-2.5,0,,-0.011166253101737023
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,Outdoor,Clay,1st Round,3,Makarova E.,Olaru I.,Makarova E.,51,104,1196,592,1.5,2.5,7-6 6-4 ,1,2009,53,604,1.0,0,,0.0
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-27,Outdoor,Clay,1st Round,3,Kirilenko M.,Domachowska M.,Domachowska M.,38,109,1488,580,1.12,5.5,4-6 4-6 ,0,2009,71,908,4.38,0,,0.3035714285714286
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Hradecka L.,Lalami N.,Hradecka L.,91,652,696,37,1.12,5.5,6-4 6-3 ,1,2009,561,659,4.38,0,,0.5
Porsche Tennis Grand Prix,2009-04-28,Outdoor,Clay,1st Round,3,Bartoli M.,Sprem K.,Bartoli M.,13,87,3304,714,2.0,1.72,6-3 2-6 6-1,1,2009,74,2590,-0.28,0,,0.0797448165869219
Porsche Tennis Grand Prix,2009-04-28,Outdoor,Clay,1st Round,3,Errani S.,Safina D.,Safina D.,37,1,1488,8951,5.0,1.14,0-6 1-6 ,0,2009,-36,-7463,-3.8600000000000003,0,,-0.17862838915470491
Porsche Tennis Grand Prix,2009-04-28,Outdoor,Clay,1st Round,3,Dulko G.,Rybarikova M.,Dulko G.,34,49,1584,1204,1.4,2.75,6-3 6-3 ,1,2009,15,380,1.35,-1,0.0,0.1585365853658537
Porsche Tennis Grand Prix,2009-04-28,Outdoor,Clay,1st Round,3,Szavay A.,Sugiyama A.,Szavay A.,32,35,1629,1556,1.4,2.75,6-3 2-6 7-6,1,2009,3,73,1.35,0,1.0,0.1923076923076923
Porsche Tennis Grand Prix,2009-04-28,Outdoor,Clay,1st Round,3,Benesova I.,Wozniacki C.,Wozniacki C.,29,11,1707,3790,6.5,1.1,3-6 5-7 ,0,2009,-18,-2083,-5.4,0,,-0.12392241379310343
Porsche Tennis Grand Prix,2009-04-28,Outdoor,Clay,1st Round,3,Radwanska A.,Wozniak A.,Radwanska A.,12,26,3606,1784,1.16,4.5,7-6 6-0 ,1,2009,14,1822,3.34,1,1.0,0.11111111111111105
Porsche Tennis Grand Prix,2009-04-28,Outdoor,Clay,1st Round,3,Brianti A.,Pironkova T.,Pironkova T.,121,50,546,1199,2.62,1.44,6-0 4-6 4-6,0,2009,-71,-653,-1.1800000000000002,0,,-0.4166666666666667
Porsche Tennis Grand Prix,2009-04-28,Outdoor,Clay,1st Round,3,Li N.,Peng S.,Li N.,30,33,1698,1606,1.36,3.0,6-2 6-3 ,1,2009,3,92,1.64,0,,0.019138755980861233
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Pavlyuchenkova A.,Voskoboeva G.,Pavlyuchenkova A.,28,90,1771,696,1.14,5.0,6-1 6-2 ,1,2009,62,1075,3.8600000000000003,0,,0.3214285714285714
Porsche Tennis Grand Prix,2009-04-28,Outdoor,Clay,1st Round,3,Groenefeld A.L.,Dementieva E.,Dementieva E.,57,3,1023,7391,7.0,1.08,4-6 6-3 3-6,0,2009,-54,-6368,-5.92,0,,-0.38571428571428573
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Zakopalova K.,Radwanska U.,Zakopalova K.,100,12,633,3606,1.53,2.37,7-5 6-2 ,1,2009,-88,-2973,0.8400000000000001,0,0.0,0.5813953488372093
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Diatchenko V.,Hercog P.,Hercog P.,149,198,402,287,3.25,1.33,1-6 2-6 ,0,2009,49,115,-1.92,0,,0.0
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Kleybanova A.,Dentoni C.,Kleybanova A.,25,151,1810,400,1.14,5.0,6-2 6-4 ,1,2009,126,1410,3.8600000000000003,0,,-0.05555555555555558
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Ani M.,Keothavong A.,Keothavong A.,110,54,578,1135,2.0,1.72,2-6 6-7 ,0,2009,-56,-557,-0.28,0,,0.0
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Medina Garrigues A.,Pin C.,Medina Garrigues A.,18,106,2385,587,1.11,6.0,6-1 6-1 ,1,2009,88,1798,4.89,0,,0.3673913043478261
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Fondevila Castro P.,Groth J.,Groth J.,358,75,118,823,3.5,1.28,3-6 5-7 ,0,2009,-283,-705,-2.2199999999999998,0,,0.0
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Fernandez-Brugues E.,Cetkovska P.,Fernandez-Brugues E.,279,65,176,907,6.0,1.11,2-6 6-4 6-2,1,2009,-214,-731,-4.89,0,,0.0
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Dominguez Lino L.,Cirstea S.,Dominguez Lino L.,97,40,651,1455,2.5,1.5,6-3 6-4 ,1,2009,-57,-804,-1.0,1,1.0,-0.10512820512820509
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Vierin N.,Czink M.,Czink M.,224,69,240,866,3.25,1.33,6-3 2-6 0-6,0,2009,-155,-626,-1.92,0,,0.23809523809523808
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Duque Marino M.,Vinci R.,Vinci R.,123,52,533,1189,4.5,1.16,6-2 4-6 1-6,0,2009,-71,-656,-3.34,0,,-0.21759259259259256
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-28,Outdoor,Clay,1st Round,3,Rezai A.,Peer S.,Peer S.,95,53,677,1171,2.2,1.61,4-6 6-2 4-6,0,2009,-42,-494,-0.5900000000000001,0,,-0.0753623188405797
Porsche Tennis Grand Prix,2009-04-29,Outdoor,Clay,1st Round,3,Kuznetsova S.,Petkovic A.,Kuznetsova S.,9,143,4308,427,1.1,6.5,6-4 5-7 6-1,1,2009,134,3881,5.4,0,,0.4166666666666667
Porsche Tennis Grand Prix,2009-04-29,Outdoor,Clay,1st Round,3,Pennetta F.,Chakvetadze A.,Pennetta F.,14,22,3040,1948,1.25,3.75,6-2 6-0 ,1,2009,8,1092,2.5,0,,0.03549783549783547
Porsche Tennis Grand Prix,2009-04-29,Outdoor,Clay,1st Round,3,Cibulkova D.,Jankovic J.,Jankovic J.,17,4,2415,7350,4.0,1.22,1-6 1-6 ,0,2009,-13,-4935,-2.7800000000000002,0,1.0,-0.1926536731634183
Porsche Tennis Grand Prix,2009-04-29,Outdoor,Clay,1st Round,3,Lisicki S.,Schnyder P.,Lisicki S.,42,20,1417,2269,1.36,3.0,6-4 6-3 ,1,2009,-22,-852,1.64,0,,0.006493506493506551
Porsche Tennis Grand Prix,2009-04-29,Outdoor,Clay,2nd Round,3,Azarenka V.,Dulko G.,Dulko G.,8,34,4646,1584,1.06,8.0,4-6 3-6 ,0,2009,26,3062,6.9399999999999995,2,1.0,0.08333333333333337
Porsche Tennis Grand Prix,2009-04-29,Outdoor,Clay,1st Round,3,Zheng J.,Petrova N.,Petrova N.,16,10,2501,3840,1.66,2.1,4-6 7-5 4-6,0,2009,-6,-1339,0.44000000000000017,-1,0.0,-0.11538461538461542
Porsche Tennis Grand Prix,2009-04-29,Outdoor,Clay,1st Round,3,Cornet A.,Hantuchova D.,Hantuchova D.,15,39,2665,1460,1.66,2.1,3-6 1-6 ,0,2009,24,1205,0.44000000000000017,1,1.0,0.06730769230769229
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-29,Outdoor,Clay,2nd Round,3,Dominguez Lino L.,Keothavong A.,Dominguez Lino L.,97,54,651,1135,1.44,2.62,4-6 7-5 6-3,1,2009,-43,-484,1.1800000000000002,0,,-0.525
Grand Prix de SAR La Princesse Lalla Meryem,2009-04-29,Outdoor,Clay,2nd Round,3,Makarova E.,Morigami A.,Makarova E.,51,1078,1196,6,1.14,5.0,6-0 6-1 ,1,2009,1027,1190,3.8600000000000003,0,,0.11111111111111116
